"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"109","183.43894104268597","143.5658904405922","4.805693842874875","-0.30824108766644553","0.08349609375","0.09619140625","0.07080078125","1500","0.0017118213236603232","0","0.0017118213236603232","0.0017118213236603232","","","true"
"110","250.2036292484491","142.80049263332631","4.871100479613064","-0.3082636760863272","0.056640625","0.02099609375","0.09228515625","1500","0.0002528869797198642","0","0.0002528869797198642","0.0002528869797198642","110_100:0.009824725077555496","110_100:660","true"
"111","215.93077818882242","282.9426214136636","4.8324697995701","-0.3095020539566623","0.015869140625","0.01318359375","0.0185546875","1500","0.00022401339776479263","0","0.00022401339776479263","0.00022401339776479263","","","true"
"112","261.68513625475083","231.25383559110568","4.9812788840557","-0.30591220912703776","0.0283203125","0.0244140625","0.0322265625","1500","0.0001773252022045831","0","0.0001773252022045831","0.0001773252022045831","","","true"
"113","403.88729047222085","414.1077441259855","4.932265655169388","-0.30760719669495157","0.01806640625","0.01806640625","0.01806640625","1500","0.0002895540957424438","0","0.0002895540957424438","0.0002895540957424438","113_114:0.00513086685145564","113_114:660","true"
"114","361.05849587478707","243.92760600646824","4.686175731418431","-0.3120220422566134","0.0546875","0.0478515625","0.0615234375","1500","0.00022437406499669566","0","0.00022437406499669566","0.00022437406499669566","114_109:0.011923177798266904","114_109:660","true"
"115","261.93095007629154","46.11682836499747","4.648398659267681","-0.30685615667485494","0.09228515625","0.119140625","0.0654296875","1500","0.0028777310018274593","0","0.0028777310018274593","0.0028777310018274593","115_114:0.010831850860757886;115_116:0.022215063955022818","115_114:660;115_116:660","true"
"116","344.0963385907359","178.84373782052248","4.849830491777873","-0.3085967429831534","0.01611328125","0.01513671875","0.01708984375","1500","0.00012141466091419563","0","0.00012141466091419563","0.00012141466091419563","","","true"
"117","21.60003410696716","89.17706915469375","4.734078237815454","-0.3095389782193282","0.046142578125","0.04638671875","0.0458984375","1500","0.001613464394331494","0","0.001613464394331494","0.001613464394331494","117_116:0.023014061134701058;117_118:0.017031173148695233","117_116:660;117_118:660","true"
"118","135.83156339989304","149.47979504601173","4.971536445560067","-0.30737065062682006","0.01025390625","0.00927734375","0.01123046875","1500","0.0002266424613341073","0","0.0002266424613341073","0.0002266424613341073","118_110:0.007699268751867494","118_110:660","true"
"119","212.83761919200043","308.15762924385575","4.795629753398954","-0.31032583482481924","0.326904296875","0.62548828125","0.0283203125","1500","0.0010953799034777224","0","0.0010953799034777224","0.0010953799034777224","119_118:0.02241925056269689;119_120:1","119_118:660;119_120:660","true"
"120","6.338401103818997","13.066928022916137","4.911047371693466","-0.3080506956471812","0.042236328125","0.0693359375","0.01513671875","1500","0.0029874628239562645","0","0.0029874628239562645","0.0029874628239562645","","","true"
"121","341.6632389497708","177.74184343688253","4.809651329539757","-0.30903074262098584","0.089111328125","0.12841796875","0.0498046875","1500","0.0001761522078289546","0","0.0001761522078289546","0.0001761522078289546","121_120:1","121_120:660","true"
"122","267.6210096611049","275.8756543837636","4.9400615312702065","-0.30708715777815115","0.012939453125","0.01416015625","0.01171875","1500","0.0010125099501974682","0","0.0010125099501974682","0.0010125099501974682","122_121:0.011252101137742554;122_123:0.009312351287972753;122_111:0.00842638303374521","122_121:660;122_123:660;122_111:660","true"
"123","232.036596989366","359.1660236612916","4.751628429495398","","0.0078125","0.00634765625","0.00927734375","1500","0.00017567915840254616","0","0.00017567915840254616","0.00017567915840254616","","","true"
"124","225.87115538136135","228.30736767512653","4.97251911936815","-0.3063924314308236","0.016357421875","0.017578125","0.01513671875","1500","0.0002168278945966498","0","0.0002168278945966498","0.0002168278945966498","124_123:0.006111149436549612;124_125:0.004503899925163923","124_123:660;124_125:660","true"
"125","384.44364229657486","496.5751487097075","4.779515964997019","-0.245750289306856","0.016357421875","0.0126953125","0.02001953125","1500","0.0002251121466262648","0","0.0002251121466262648","0.0002251121466262648","125_126:0.006896888861081196","125_126:660","true"
"126","350.5467421971875","270.49906505249004","4.8909972121849306","-0.3077565379213146","0.0224609375","0.01806640625","0.02685546875","1500","0.00033637439792387816","0","0.00033637439792387816","0.00033637439792387816","126_112:0.005608763027322938","126_112:660","true"
